ref_area.label,sex.label,classif1.label,time,obs_value
Angola,Sex: Total,Occupation (ISCO-08): Total,2021,553.03
Angola,Sex: Total,Occupation (ISCO-08): 1. Managers,2021,810.06
Angola,Sex: Total,Occupation (ISCO-08): 2. Professionals,2021,1164.88
Angola,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,2021,904.78
Angola,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,2021,693.41
Angola,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,2021,332.46
Angola,Sex: Total,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2021,153.3
Angola,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,2021,234.19
Angola,Sex: Total,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2021,281.62
Angola,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,2021,204.51
Angola,Sex: Total,Occupation (ISCO-08): 0. Armed forces occupations,2021,796.31
Angola,Sex: Male,Occupation (ISCO-08): Total,2021,574.06
Angola,Sex: Male,Occupation (ISCO-08): 1. Managers,2021,721.11
Angola,Sex: Male,Occupation (ISCO-08): 2. Professionals,2021,1157.57
Angola,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,2021,931.82
Angola,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,2021,621.68
Angola,Sex: Male,Occupation (ISCO-08): 5. Service and sales workers,2021,383.08
Angola,Sex: Male,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2021,160.54
Angola,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,2021,236.76
Angola,Sex: Male,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2021,281.46
Angola,Sex: Male,Occupation (ISCO-08): 9. Elementary occupations,2021,286.39
Angola,Sex: Male,Occupation (ISCO-08): 0. Armed forces occupations,2021,788.52
Angola,Sex: Female,Occupation (ISCO-08): Total,2021,500.89
Angola,Sex: Female,Occupation (ISCO-08): 1. Managers,2021,1414.05
Angola,Sex: Female,Occupation (ISCO-08): 2. Professionals,2021,1179.49
Angola,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,2021,816.16
Angola,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,2021,802.03
Angola,Sex: Female,Occupation (ISCO-08): 5. Service and sales workers,2021,241
Angola,Sex: Female,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2021,79.37
Angola,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,2021,153.57
Angola,Sex: Female,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2021,
Angola,Sex: Female,Occupation (ISCO-08): 9. Elementary occupations,2021,171.95
Angola,Sex: Female,Occupation (ISCO-08): 0. Armed forces occupations,2021,
Angola,Sex: Total,Occupation (Skill level): Total,2019,625.45
Angola,Sex: Total,Occupation (Skill level): Skill levels 3 and 4 ~ high,2019,1156.78
Angola,Sex: Total,Occupation (Skill level): Skill level 2 ~ medium,2019,373.52
Angola,Sex: Total,Occupation (Skill level): Skill level 1 ~ low,2019,218.67
Angola,Sex: Total,Occupation (Skill level): Not elsewhere classified,2019,942.71
Angola,Sex: Male,Occupation (Skill level): Total,2019,678.91
Angola,Sex: Male,Occupation (Skill level): Skill levels 3 and 4 ~ high,2019,1211.48
Angola,Sex: Male,Occupation (Skill level): Skill level 2 ~ medium,2019,393.8
Angola,Sex: Male,Occupation (Skill level): Skill level 1 ~ low,2019,273.48
Angola,Sex: Male,Occupation (Skill level): Not elsewhere classified,2019,956.72
Angola,Sex: Female,Occupation (Skill level): Total,2019,500.31
Angola,Sex: Female,Occupation (Skill level): Skill levels 3 and 4 ~ high,2019,1025.32
Angola,Sex: Female,Occupation (Skill level): Skill level 2 ~ medium,2019,308.55
Angola,Sex: Female,Occupation (Skill level): Skill level 1 ~ low,2019,194.39
Angola,Sex: Female,Occupation (Skill level): Not elsewhere classified,2019,603.95
Angola,Sex: Total,Occupation (ISCO-08): Total,2019,625.45
Angola,Sex: Total,Occupation (ISCO-08): 1. Managers,2019,1059.07
Angola,Sex: Total,Occupation (ISCO-08): 2. Professionals,2019,1187.68
Angola,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,2019,1148.47
Angola,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,2019,655.51
Angola,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,2019,375.89
Angola,Sex: Total,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2019,261.54
Angola,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,2019,398.4
Angola,Sex: Total,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2019,298.15
Angola,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,2019,218.67
Angola,Sex: Total,Occupation (ISCO-08): 0. Armed forces occupations,2019,942.71
Angola,Sex: Male,Occupation (ISCO-08): Total,2019,678.91
Angola,Sex: Male,Occupation (ISCO-08): 1. Managers,2019,1058.65
Angola,Sex: Male,Occupation (ISCO-08): 2. Professionals,2019,1239.13
Angola,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,2019,1268.49
Angola,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,2019,734.34
Angola,Sex: Male,Occupation (ISCO-08): 5. Service and sales workers,2019,418.04
Angola,Sex: Male,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2019,282.1
Angola,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,2019,406.53
Angola,Sex: Male,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2019,299.64
Angola,Sex: Male,Occupation (ISCO-08): 9. Elementary occupations,2019,273.48
Angola,Sex: Male,Occupation (ISCO-08): 0. Armed forces occupations,2019,956.72
Angola,Sex: Female,Occupation (ISCO-08): Total,2019,500.31
Angola,Sex: Female,Occupation (ISCO-08): 1. Managers,2019,1062.22
Angola,Sex: Female,Occupation (ISCO-08): 2. Professionals,2019,1101.01
Angola,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,2019,739.63
Angola,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,2019,495.13
Angola,Sex: Female,Occupation (ISCO-08): 5. Service and sales workers,2019,305.21
Angola,Sex: Female,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2019,172.51
Angola,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,2019,206.79
Angola,Sex: Female,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2019,181.88
Angola,Sex: Female,Occupation (ISCO-08): 9. Elementary occupations,2019,194.39
Angola,Sex: Female,Occupation (ISCO-08): 0. Armed forces occupations,2019,603.95
Albania,Sex: Total,Occupation (Skill level): Total,2012,2262.15
Albania,Sex: Total,Occupation (Skill level): Skill levels 3 and 4 ~ high,2012,3036.92
Albania,Sex: Total,Occupation (Skill level): Skill level 2 ~ medium,2012,1815.85
Albania,Sex: Total,Occupation (Skill level): Skill level 1 ~ low,2012,1814.67
Albania,Sex: Total,Occupation (Skill level): Not elsewhere classified,2012,2002.17
Albania,Sex: Male,Occupation (Skill level): Total,2012,2409.22
Albania,Sex: Male,Occupation (Skill level): Skill levels 3 and 4 ~ high,2012,3396.23
Albania,Sex: Male,Occupation (Skill level): Skill level 2 ~ medium,2012,2008.5
Albania,Sex: Male,Occupation (Skill level): Skill level 1 ~ low,2012,2095.7
Albania,Sex: Male,Occupation (Skill level): Not elsewhere classified,2012,2058.92
Albania,Sex: Female,Occupation (Skill level): Total,2012,2004.52
Albania,Sex: Female,Occupation (Skill level): Skill levels 3 and 4 ~ high,2012,2689.15
Albania,Sex: Female,Occupation (Skill level): Skill level 2 ~ medium,2012,1321.52
Albania,Sex: Female,Occupation (Skill level): Skill level 1 ~ low,2012,1197.27
Albania,Sex: Female,Occupation (Skill level): Not elsewhere classified,2012,1554.15
Albania,Sex: Total,Occupation (ISCO-08): Total,2012,2262.15
Albania,Sex: Total,Occupation (ISCO-08): 1. Managers,2012,4564.08
Albania,Sex: Total,Occupation (ISCO-08): 2. Professionals,2012,2979.64
Albania,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,2012,2789.98
Albania,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,2012,2012.22
Albania,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,2012,1585.72
Albania,Sex: Total,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2012,1730.72
Albania,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,2012,1970.25
Albania,Sex: Total,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2012,1835.36
Albania,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,2012,1814.67
Albania,Sex: Total,Occupation (ISCO-08): 0. Armed forces occupations,2012,2019.73
Albania,Sex: Total,Occupation (ISCO-08): X. Not elsewhere classified,2012,
Albania,Sex: Male,Occupation (ISCO-08): Total,2012,2409.22
Albania,Sex: Male,Occupation (ISCO-08): 1. Managers,2012,4923.97
Albania,Sex: Male,Occupation (ISCO-08): 2. Professionals,2012,3282.48
Albania,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,2012,3135.59
Albania,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,2012,2267.09
Albania,Sex: Male,Occupation (ISCO-08): 5. Service and sales workers,2012,1633.76
Albania,Sex: Male,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2012,1805.99
Albania,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,2012,2199.14
Albania,Sex: Male,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2012,2129.31
Albania,Sex: Male,Occupation (ISCO-08): 9. Elementary occupations,2012,2095.7
Albania,Sex: Male,Occupation (ISCO-08): 0. Armed forces occupations,2012,2070.2
Albania,Sex: Male,Occupation (ISCO-08): X. Not elsewhere classified,2012,
Albania,Sex: Female,Occupation (ISCO-08): Total,2012,2004.52
Albania,Sex: Female,Occupation (ISCO-08): 1. Managers,2012,3570.57
Albania,Sex: Female,Occupation (ISCO-08): 2. Professionals,2012,2794.38
Albania,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,2012,2034.21
Albania,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,2012,1651.49
Albania,Sex: Female,Occupation (ISCO-08): 5. Service and sales workers,2012,1500.1
Albania,Sex: Female,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2012,1305.47
Albania,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,2012,1171.09
Albania,Sex: Female,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2012,988.87
Albania,Sex: Female,Occupation (ISCO-08): 9. Elementary occupations,2012,1197.27
Albania,Sex: Female,Occupation (ISCO-08): 0. Armed forces occupations,2012,1586.61
Albania,Sex: Female,Occupation (ISCO-08): X. Not elsewhere classified,2012,
Albania,Sex: Total,Occupation (Skill level): Total,2018,293
Albania,Sex: Total,Occupation (Skill level): Skill levels 3 and 4 ~ high,2018,1315
Albania,Sex: Total,Occupation (Skill level): Skill level 2 ~ medium,2018,1109
Albania,Sex: Total,Occupation (Skill level): Skill level 1 ~ low,2018,189
Albania,Sex: Male,Occupation (Skill level): Total,2018,303
Albania,Sex: Male,Occupation (Skill level): Skill levels 3 and 4 ~ high,2018,1359
Albania,Sex: Male,Occupation (Skill level): Skill level 2 ~ medium,2018,1203
Albania,Sex: Male,Occupation (Skill level): Skill level 1 ~ low,2018,193
Albania,Sex: Female,Occupation (Skill level): Total,2018,282
Albania,Sex: Female,Occupation (Skill level): Skill levels 3 and 4 ~ high,2018,1287
Albania,Sex: Female,Occupation (Skill level): Skill level 2 ~ medium,2018,1005
Albania,Sex: Female,Occupation (Skill level): Skill level 1 ~ low,2018,184
Albania,Sex: Total,Occupation (ISCO-08): Total,2018,293
Albania,Sex: Total,Occupation (ISCO-08): 1. Managers,2018,568
Albania,Sex: Total,Occupation (ISCO-08): 2. Professionals,2018,399
Albania,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,2018,348
Albania,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,2018,333
Albania,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,2018,200
Albania,Sex: Total,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2018,161
Albania,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,2018,204
Albania,Sex: Total,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2018,211
Albania,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,2018,189
Albania,Sex: Male,Occupation (ISCO-08): Total,2018,303
Albania,Sex: Male,Occupation (ISCO-08): 1. Managers,2018,562
Albania,Sex: Male,Occupation (ISCO-08): 2. Professionals,2018,436
Albania,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,2018,361
Albania,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,2018,333
Albania,Sex: Male,Occupation (ISCO-08): 5. Service and sales workers,2018,206
Albania,Sex: Male,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2018,187
Albania,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,2018,233
Albania,Sex: Male,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2018,244
Albania,Sex: Male,Occupation (ISCO-08): 9. Elementary occupations,2018,193
Albania,Sex: Female,Occupation (ISCO-08): Total,2018,282
Albania,Sex: Female,Occupation (ISCO-08): 1. Managers,2018,581
Albania,Sex: Female,Occupation (ISCO-08): 2. Professionals,2018,376
Albania,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,2018,330
Albania,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,2018,333
Albania,Sex: Female,Occupation (ISCO-08): 5. Service and sales workers,2018,192
Albania,Sex: Female,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2018,144
Albania,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,2018,166
Albania,Sex: Female,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2018,170
Albania,Sex: Female,Occupation (ISCO-08): 9. Elementary occupations,2018,184
Argentina,Sex: Total,Occupation (Skill level): Total,2022,553.27
Argentina,Sex: Total,Occupation (Skill level): Skill levels 3 and 4 ~ high,2022,880.27
Argentina,Sex: Total,Occupation (Skill level): Skill level 2 ~ medium,2022,499.39
Argentina,Sex: Total,Occupation (Skill level): Skill level 1 ~ low,2022,397.2
Argentina,Sex: Total,Occupation (Skill level): Not elsewhere classified,2022,513
Argentina,Sex: Male,Occupation (Skill level): Total,2022,553.14
Argentina,Sex: Male,Occupation (Skill level): Skill levels 3 and 4 ~ high,2022,909.65
Argentina,Sex: Male,Occupation (Skill level): Skill level 2 ~ medium,2022,507.31
Argentina,Sex: Male,Occupation (Skill level): Skill level 1 ~ low,2022,375.01
Argentina,Sex: Male,Occupation (Skill level): Not elsewhere classified,2022,517.63
Argentina,Sex: Female,Occupation (Skill level): Total,2022,553.41
Argentina,Sex: Female,Occupation (Skill level): Skill levels 3 and 4 ~ high,2022,855.72
Argentina,Sex: Female,Occupation (Skill level): Skill level 2 ~ medium,2022,486.41
Argentina,Sex: Female,Occupation (Skill level): Skill level 1 ~ low,2022,413.09
Argentina,Sex: Female,Occupation (Skill level): Not elsewhere classified,2022,507.46
Argentina,Sex: Total,Occupation (ISCO-08): Total,2022,553.27
Argentina,Sex: Total,Occupation (ISCO-08): 1. Managers,2022,1227.39
Argentina,Sex: Total,Occupation (ISCO-08): 2. Professionals,2022,959.24
Argentina,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,2022,764.09
Argentina,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,2022,655.51
Argentina,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,2022,430.14
Argentina,Sex: Total,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2022,446.97
Argentina,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,2022,435.02
Argentina,Sex: Total,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2022,492.2
Argentina,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,2022,397.2
Argentina,Sex: Total,Occupation (ISCO-08): X. Not elsewhere classified,2022,513
Argentina,Sex: Male,Occupation (ISCO-08): Total,2022,553.14
Argentina,Sex: Male,Occupation (ISCO-08): 1. Managers,2022,1280.13
Argentina,Sex: Male,Occupation (ISCO-08): 2. Professionals,2022,1031.12
Argentina,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,2022,796.25
Argentina,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,2022,667.68
Argentina,Sex: Male,Occupation (ISCO-08): 5. Service and sales workers,2022,474.33
Argentina,Sex: Male,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2022,459.98
Argentina,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,2022,438.12
Argentina,Sex: Male,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2022,503.82
Argentina,Sex: Male,Occupation (ISCO-08): 9. Elementary occupations,2022,375.01
Argentina,Sex: Male,Occupation (ISCO-08): X. Not elsewhere classified,2022,517.63
Argentina,Sex: Female,Occupation (ISCO-08): Total,2022,553.41
Argentina,Sex: Female,Occupation (ISCO-08): 1. Managers,2022,1177.86
Argentina,Sex: Female,Occupation (ISCO-08): 2. Professionals,2022,920.21
Argentina,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,2022,725.57
